Technically possible output frequencies (fcw) of integrated cosine waveform (CW) Generator:
(with definition SW_FSTEP_MAX=128, default value 0 for RTC_CNTL_CK8M_DIV_SEL stays untouched)
setCwFrequency(): ftarget=1, fcw=122, abs(delta)=121, clk8mDiv=0, frequencyStep=1, stepSize=122.070312
setCwFrequency(): ftarget=10910, fcw=10864, abs(delta)=46, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10911, fcw=10864, abs(delta)=47, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10912, fcw=10864, abs(delta)=48, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10913, fcw=10864, abs(delta)=49, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10914, fcw=10864, abs(delta)=50, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10915, fcw=10864, abs(delta)=51, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10916, fcw=10864, abs(delta)=52, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10917, fcw=10864, abs(delta)=53, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10918, fcw=10864, abs(delta)=54, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10919, fcw=10864, abs(delta)=55, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10920, fcw=10864, abs(delta)=56, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10921, fcw=10864, abs(delta)=57, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10922, fcw=10864, abs(delta)=58, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10923, fcw=10864, abs(delta)=59, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10924, fcw=10864, abs(delta)=60, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10925, fcw=10864, abs(delta)=61, clk8mDiv=0, frequencyStep=89, stepSize=122.070312
setCwFrequency(): ftarget=10926, fcw=10986, abs(delta)=60, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10927, fcw=10986, abs(delta)=59, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10928, fcw=10986, abs(delta)=58, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10929, fcw=10986, abs(delta)=57, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10930, fcw=10986, abs(delta)=56, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10931, fcw=10986, abs(delta)=55, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10932, fcw=10986, abs(delta)=54, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10933, fcw=10986, abs(delta)=53, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10934, fcw=10986, abs(delta)=52, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10935, fcw=10986, abs(delta)=51, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10936, fcw=10986, abs(delta)=50, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10937, fcw=10986, abs(delta)=49, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10938, fcw=10986, abs(delta)=48, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10939, fcw=10986, abs(delta)=47, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10940, fcw=10986, abs(delta)=46, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10941, fcw=10986, abs(delta)=45, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10942, fcw=10986, abs(delta)=44, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10943, fcw=10986, abs(delta)=43, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10944, fcw=10986, abs(delta)=42, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10945, fcw=10986, abs(delta)=41, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10946, fcw=10986, abs(delta)=40, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10947, fcw=10986, abs(delta)=39, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10948, fcw=10986, abs(delta)=38, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10949, fcw=10986, abs(delta)=37, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10950, fcw=10986, abs(delta)=36, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10951, fcw=10986, abs(delta)=35, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10952, fcw=10986, abs(delta)=34, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10953, fcw=10986, abs(delta)=33, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10954, fcw=10986, abs(delta)=32, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10955, fcw=10986, abs(delta)=31, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10956, fcw=10986, abs(delta)=30, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10957, fcw=10986, abs(delta)=29, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10958, fcw=10986, abs(delta)=28, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10959, fcw=10986, abs(delta)=27, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10960, fcw=10986, abs(delta)=26, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10961, fcw=10986, abs(delta)=25, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10962, fcw=10986, abs(delta)=24, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10963, fcw=10986, abs(delta)=23, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10964, fcw=10986, abs(delta)=22, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10965, fcw=10986, abs(delta)=21, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10966, fcw=10986, abs(delta)=20, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10967, fcw=10986, abs(delta)=19, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10968, fcw=10986, abs(delta)=18, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10969, fcw=10986, abs(delta)=17, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10970, fcw=10986, abs(delta)=16, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10971, fcw=10986, abs(delta)=15, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10972, fcw=10986, abs(delta)=14, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10973, fcw=10986, abs(delta)=13, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10974, fcw=10986, abs(delta)=12, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10975, fcw=10986, abs(delta)=11, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10976, fcw=10986, abs(delta)=10, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10977, fcw=10986, abs(delta)=9, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10978, fcw=10986, abs(delta)=8, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10979, fcw=10986, abs(delta)=7, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10980, fcw=10986, abs(delta)=6, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10981, fcw=10986, abs(delta)=5, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10982, fcw=10986, abs(delta)=4, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10983, fcw=10986, abs(delta)=3, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10984, fcw=10986, abs(delta)=2, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10985, fcw=10986, abs(delta)=1, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10986, fcw=10986, abs(delta)=0, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10987, fcw=10986, abs(delta)=1, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10988, fcw=10986, abs(delta)=2, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10989, fcw=10986, abs(delta)=3, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10990, fcw=10986, abs(delta)=4, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10991, fcw=10986, abs(delta)=5, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10992, fcw=10986, abs(delta)=6, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10993, fcw=10986, abs(delta)=7, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10994, fcw=10986, abs(delta)=8, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10995, fcw=10986, abs(delta)=9, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10996, fcw=10986, abs(delta)=10, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10997, fcw=10986, abs(delta)=11, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10998, fcw=10986, abs(delta)=12, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=10999, fcw=10986, abs(delta)=13, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11000, fcw=10986, abs(delta)=14, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11001, fcw=10986, abs(delta)=15, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11002, fcw=10986, abs(delta)=16, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11003, fcw=10986, abs(delta)=17, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11004, fcw=10986, abs(delta)=18, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11005, fcw=10986, abs(delta)=19, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11006, fcw=10986, abs(delta)=20, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11007, fcw=10986, abs(delta)=21, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11008, fcw=10986, abs(delta)=22, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11009, fcw=10986, abs(delta)=23, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11010, fcw=10986, abs(delta)=24, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11011, fcw=10986, abs(delta)=25, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11012, fcw=10986, abs(delta)=26, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11013, fcw=10986, abs(delta)=27, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11014, fcw=10986, abs(delta)=28, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11015, fcw=10986, abs(delta)=29, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11016, fcw=10986, abs(delta)=30, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11017, fcw=10986, abs(delta)=31, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11018, fcw=10986, abs(delta)=32, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11019, fcw=10986, abs(delta)=33, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11020, fcw=10986, abs(delta)=34, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11021, fcw=10986, abs(delta)=35, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11022, fcw=10986, abs(delta)=36, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11023, fcw=10986, abs(delta)=37, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11024, fcw=10986, abs(delta)=38, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11025, fcw=10986, abs(delta)=39, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11026, fcw=10986, abs(delta)=40, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11027, fcw=10986, abs(delta)=41, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11028, fcw=10986, abs(delta)=42, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11029, fcw=10986, abs(delta)=43, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11030, fcw=10986, abs(delta)=44, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11031, fcw=10986, abs(delta)=45, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11032, fcw=10986, abs(delta)=46, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11033, fcw=10986, abs(delta)=47, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11034, fcw=10986, abs(delta)=48, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11035, fcw=10986, abs(delta)=49, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11036, fcw=10986, abs(delta)=50, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11037, fcw=10986, abs(delta)=51, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11038, fcw=10986, abs(delta)=52, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11039, fcw=10986, abs(delta)=53, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11040, fcw=10986, abs(delta)=54, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11041, fcw=10986, abs(delta)=55, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11042, fcw=10986, abs(delta)=56, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11043, fcw=10986, abs(delta)=57, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11044, fcw=10986, abs(delta)=58, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11045, fcw=10986, abs(delta)=59, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11046, fcw=10986, abs(delta)=60, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11047, fcw=10986, abs(delta)=61, clk8mDiv=0, frequencyStep=90, stepSize=122.070312
setCwFrequency(): ftarget=11048, fcw=11108, abs(delta)=60, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11049, fcw=11108, abs(delta)=59, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11050, fcw=11108, abs(delta)=58, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11051, fcw=11108, abs(delta)=57, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11052, fcw=11108, abs(delta)=56, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11053, fcw=11108, abs(delta)=55, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11054, fcw=11108, abs(delta)=54, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11055, fcw=11108, abs(delta)=53, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11056, fcw=11108, abs(delta)=52, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11057, fcw=11108, abs(delta)=51, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11058, fcw=11108, abs(delta)=50, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11059, fcw=11108, abs(delta)=49, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11060, fcw=11108, abs(delta)=48, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11061, fcw=11108, abs(delta)=47, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11062, fcw=11108, abs(delta)=46, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11063, fcw=11108, abs(delta)=45, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11064, fcw=11108, abs(delta)=44, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11065, fcw=11108, abs(delta)=43, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11066, fcw=11108, abs(delta)=42, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11067, fcw=11108, abs(delta)=41, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11068, fcw=11108, abs(delta)=40, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11069, fcw=11108, abs(delta)=39, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11070, fcw=11108, abs(delta)=38, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11071, fcw=11108, abs(delta)=37, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11072, fcw=11108, abs(delta)=36, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11073, fcw=11108, abs(delta)=35, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11074, fcw=11108, abs(delta)=34, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11075, fcw=11108, abs(delta)=33, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11076, fcw=11108, abs(delta)=32, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11077, fcw=11108, abs(delta)=31, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11078, fcw=11108, abs(delta)=30, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11079, fcw=11108, abs(delta)=29, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11080, fcw=11108, abs(delta)=28, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11081, fcw=11108, abs(delta)=27, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11082, fcw=11108, abs(delta)=26, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11083, fcw=11108, abs(delta)=25, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11084, fcw=11108, abs(delta)=24, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11085, fcw=11108, abs(delta)=23, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11086, fcw=11108, abs(delta)=22, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11087, fcw=11108, abs(delta)=21, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11088, fcw=11108, abs(delta)=20, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11089, fcw=11108, abs(delta)=19, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11090, fcw=11108, abs(delta)=18, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11091, fcw=11108, abs(delta)=17, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11092, fcw=11108, abs(delta)=16, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11093, fcw=11108, abs(delta)=15, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11094, fcw=11108, abs(delta)=14, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11095, fcw=11108, abs(delta)=13, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11096, fcw=11108, abs(delta)=12, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11097, fcw=11108, abs(delta)=11, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11098, fcw=11108, abs(delta)=10, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11099, fcw=11108, abs(delta)=9, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11100, fcw=11108, abs(delta)=8, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11101, fcw=11108, abs(delta)=7, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11102, fcw=11108, abs(delta)=6, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11103, fcw=11108, abs(delta)=5, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11104, fcw=11108, abs(delta)=4, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11105, fcw=11108, abs(delta)=3, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11106, fcw=11108, abs(delta)=2, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11107, fcw=11108, abs(delta)=1, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11108, fcw=11108, abs(delta)=0, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11109, fcw=11108, abs(delta)=1, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11110, fcw=11108, abs(delta)=2, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11111, fcw=11108, abs(delta)=3, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11112, fcw=11108, abs(delta)=4, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11113, fcw=11108, abs(delta)=5, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11114, fcw=11108, abs(delta)=6, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11115, fcw=11108, abs(delta)=7, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11116, fcw=11108, abs(delta)=8, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11117, fcw=11108, abs(delta)=9, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11118, fcw=11108, abs(delta)=10, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11119, fcw=11108, abs(delta)=11, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11120, fcw=11108, abs(delta)=12, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11121, fcw=11108, abs(delta)=13, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11122, fcw=11108, abs(delta)=14, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11123, fcw=11108, abs(delta)=15, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11124, fcw=11108, abs(delta)=16, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11125, fcw=11108, abs(delta)=17, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11126, fcw=11108, abs(delta)=18, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11127, fcw=11108, abs(delta)=19, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11128, fcw=11108, abs(delta)=20, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11129, fcw=11108, abs(delta)=21, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11130, fcw=11108, abs(delta)=22, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11131, fcw=11108, abs(delta)=23, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11132, fcw=11108, abs(delta)=24, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
